Date,Close
1999-01-22,0.0376177541911602
1999-01-25,0.04155873879790306
1999-01-26,0.03833404928445816
1999-01-27,0.03821481764316559
1999-01-28,0.03809468448162079
1999-01-29,0.03630349040031433
1999-02-01,0.03702070191502571
1999-02-02,0.03415461629629135
1999-02-03,0.03487088903784752
1999-02-04,0.036781322211027145
1999-02-05,0.03785620629787445
1999-02-08,0.036542858928442
1999-02-09,0.03510935232043266
1999-02-10,0.03475166857242584
1999-02-11,0.037736982107162476
1999-02-12,0.03988678380846977
1999-02-16,0.04012523964047432
1999-02-17,0.03797544538974762
1999-02-18,0.03857249766588211
1999-02-19,0.03988678380846977
1999-02-22,0.04012523964047432
1999-02-23,0.04203566908836365
1999-02-24,0.04537959396839142
1999-02-25,0.0439470037817955
1999-02-26,0.041916441172361374
1999-03-01,0.042155805975198746
1999-03-02,0.041797202080488205
1999-03-03,0.03893110528588295
1999-03-04,0.03809468448162079
1999-03-05,0.04024447500705719
1999-03-08,0.040841538459062576
1999-03-09,0.042155805975198746
1999-03-10,0.04143860563635826
1999-03-11,0.0396474190056324
1999-03-12,0.03893110528588295
1999-03-15,0.04060306400060654
1999-03-16,0.03928972780704498
1999-03-17,0.03952816128730774
1999-03-18,0.040006011724472046
1999-03-19,0.04012523964047432
1999-03-22,0.03893110528588295
1999-03-23,0.036542858928442
1999-03-24,0.03630349040031433
1999-03-25,0.036781322211027145
1999-03-26,0.040006011724472046
1999-03-29,0.04120014235377312
1999-03-30,0.037736982107162476
1999-03-31,0.04036369547247887
1999-04-01,0.039169568568468094
1999-04-05,0.03797544538974762
1999-04-06,0.03702070191502571
1999-04-07,0.04012523964047432
1999-04-08,0.040841538459062576
1999-04-09,0.04012523964047432
1999-04-12,0.03845328465104103
1999-04-13,0.036900538951158524
1999-04-14,0.03582656756043434
1999-04-15,0.036781322211027145
1999-04-16,0.03797544538974762
1999-04-19,0.03630349040031433
1999-04-20,0.035587187856435776
1999-04-21,0.036184266209602356
1999-04-22,0.03463152050971985
1999-04-23,0.03296047821640968
1999-04-26,0.0312885157763958
1999-04-27,0.03463152050971985
1999-04-28,0.034393053501844406
1999-04-29,0.034393053501844406
1999-04-30,0.03487088903784752
1999-05-03,0.03510935232043266
1999-05-04,0.03319893777370453
1999-05-05,0.03391522541642189
1999-05-06,0.033258549869060516
1999-05-07,0.03343740105628967
1999-05-10,0.03343740105628967
1999-05-11,0.035228583961725235
1999-05-12,0.03630349040031433
1999-05-13,0.03630349040031433
1999-05-14,0.034393053501844406
1999-05-17,0.036065030843019485
1999-05-18,0.037736982107162476
1999-05-19,0.036065030843019485
1999-05-20,0.03319893777370453
1999-05-21,0.032482653856277466
1999-05-24,0.03236250579357147
1999-05-25,0.032601870596408844
1999-05-26,0.032482653856277466
1999-05-27,0.0322432667016983
1999-05-28,0.032601870596408844
1999-06-01,0.032721102237701416
1999-06-02,0.03152697533369064
1999-06-03,0.03236250579357147
1999-06-04,0.032601870596408844
1999-06-07,0.03296047821640968
1999-06-08,0.03379599750041962
1999-06-09,0.034393053501844406
1999-06-10,0.034512296319007874
1999-06-11,0.03379599750041962
1999-06-14,0.032482653856277466
1999-06-15,0.032482653856277466
1999-06-16,0.03343740105628967
1999-06-17,0.032482653856277466
1999-06-18,0.0312885157763958
1999-06-21,0.03296047821640968
1999-06-22,0.03236250579357147
1999-06-23,0.03296047821640968
1999-06-24,0.0322432667016983
1999-06-25,0.032721102237701416
1999-06-28,0.03319893777370453
1999-06-29,0.033557549118995667
1999-06-30,0.036542858928442
1999-07-01,0.03463152050971985
1999-07-02,0.03713993728160858
1999-07-06,0.037259165197610855
1999-07-07,0.036542858928442
1999-07-08,0.037378378212451935
1999-07-09,0.04054344817996025
1999-07-12,0.04239427670836449
1999-07-13,0.042513489723205566
1999-07-14,0.040841538459062576
1999-07-15,0.04108090698719025
1999-07-16,0.041916441172361374
1999-07-19,0.040841538459062576
1999-07-20,0.04012523964047432
1999-07-21,0.03893110528588295
